zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster
19601612,3125 Mauricia Ave, Santa Clara,CA,95051,3,2.0,1136,1449678,2
19490553,4150 Bassett St, Santa Clara,CA,95054,3,2.0,908,912177,1
19600820,2463 Golf Links Cir, Santa Clara,CA,95050,3,3.0,1940,1071659,1
19598382,638 Woodhams Rd, Santa Clara,CA,95051,4,2.0,1777,1391690,2
112090061,Kiely Blvd, Santa Clara,CA,95051,1,1.0,622,390753,0
19551045,1720 Halford Ave APT 225, Santa Clara,CA,95051,1,1.0,678,405700,0
19594411,2236 Dianne Dr, Santa Clara,CA,95050,4,3.0,2170,1531566,2
79845162,1883 Agnew Rd UNIT 367, Santa Clara,CA,95054,3,2.0,1361,868483,1
19599352,628 San Miguel Ave, Santa Clara,CA,95050,2,2.0,1080,1015747,1
19551999,2071 Bowers Ave, Santa Clara,CA,95051,3,2.0,1532,1087815,1
19606678,318 Los Padres Blvd, Santa Clara,CA,95050,4,2.0,1950,1398198,2
19595052,2932 Humbolt Ave, Santa Clara,CA,95051,2,1.0,1586,1143971,2
19597366,1400 Bowe Ave APT 801, Santa Clara,CA,95051,2,2.0,1062,713176,0
19598274,629 Barto St, Santa Clara,CA,95051,3,2.0,1127,957863,1
19553262,2391 South Dr, Santa Clara,CA,95051,4,3.0,1506,873362,1
19600556,2763 Mauricia Ave # B, Santa Clara,CA,95051,2,2.0,1067,734484,0
19598824,704 Kiely Blvd, Santa Clara,CA,95051,3,2.0,1254,1224295,2
19557491,1690 Civic Center Dr APT 206, Santa Clara,CA,95050,2,2.0,1003,651578,0
19594765,2681 Benton St, Santa Clara,CA,95051,4,3.0,1605,1106451,1
19580246,811 Monroe St, Santa Clara,CA,95050,3,2.0,1624,1083404,1
19490465,4390 Bassett St, Santa Clara,CA,95054,3,1.0,1246,983884,1
19556946,977 Warburton Ave APT 301, Santa Clara,CA,95050,2,2.0,876,565392,0
19579734,1110 Lincoln St, Santa Clara,CA,95050,3,2.0,1580,1074010,1
19597761,3522 Oxford Dr, Santa Clara,CA,95051,4,3.0,1767,1351679,2
61322148,4241 Marston Ln, Santa Clara,CA,95054,3,3.0,1671,1393203,2
19487755,3586 Rowena Ct, Santa Clara,CA,95054,3,1.0,1008,871333,1
19593977,3358 Granada Ave, Santa Clara,CA,95051,3,2.0,1166,908751,1
63064512,999 Cole Pl, Santa Clara,CA,95054,3,2.5,1700,1173180,2
19487914,753 Laurie Ave, Santa Clara,CA,95054,3,2.0,1207,970826,1
94698004,1585 Agnew Rd UNIT 3, Santa Clara,CA,95054,3,3.0,1645,1089005,1
19551998,2061 Bowers Ave, Santa Clara,CA,95051,4,2.0,1095,1018089,1
19488460,4916 Plaza Escuela, Santa Clara,CA,95054,2,2.0,1080,562625,0
19598413,644 Hamilton Ln, Santa Clara,CA,95051,3,2.0,1762,1540456,2
82955967,851 Monroe St, Santa Clara,CA,95050,4,2.5,1840,1055082,1
19552565,2242 Bowers Ave, Santa Clara,CA,95051,3,2.0,1207,1017775,1
19596594,1033 Alta Mira Dr APT A, Santa Clara,CA,95051,2,2.0,1067,651578,0
82959060,1826 Market St, Santa Clara,CA,95050,3,3.0,1366,982937,1
64833755,2250 Monroe St APT 391, Santa Clara,CA,95050,2,2.0,946,638311,0
79843875,4740 Snead Dr, Santa Clara,CA,95054,4,3.0,2146,1354151,2
19556961,1702 Loveland Ct, Santa Clara,CA,95050,3,3.0,1862,1143556,2
79842564,1883 Agnew Rd UNIT 452, Santa Clara,CA,95054,2,2.0,1070,742679,0
19553598,1695 Pomeroy Ave, Santa Clara,CA,95051,3,1.0,1196,887008,1
54770005,2163 Kingsbury Cir, Santa Clara,CA,95054,4,2.5,1602,1084142,1
19580364,757 Catala Ct, Santa Clara,CA,95050,5,2.0,2000,1392621,2
19597825,669 Nazareth Ct, Santa Clara,CA,95051,3,2.0,1513,1049333,1
19597909,3482 Wheeling Dr, Santa Clara,CA,95051,4,2.0,1418,1261465,2
19550988,1750 Halford Ave APT 207, Santa Clara,CA,95051,2,2.0,1032,535216,0
79843984,1883 Agnew Rd UNIT 440, Santa Clara,CA,95054,2,2.0,1070,741499,0
19492216,2161 Esperanca Ave, Santa Clara,CA,95054,3,2.5,1473,994182,1
19600398,464 Muriel Ct, Santa Clara,CA,95051,6,3.5,3845,2419931,2
19600874,562 Los Olivos Dr, Santa Clara,CA,95050,3,3.0,1872,968995,1
19488292,418 Greenwood Dr, Santa Clara,CA,95054,5,3.0,2100,945366,1
19552675,2529 Moraine Dr, Santa Clara,CA,95051,3,3.0,1396,1001060,1
19580031,880 N Winchester Blvd APT 101, Santa Clara,CA,95050,2,1.5,1176,740247,0
2098378298,808 Cherry Orchard Pl, Santa Clara,CA,95051,4,3.0,2085,1275072,2
82961873,808 Cherry Orchard Pl, Santa Clara,CA,95051,4,3.0,2085,1385064,2
19579270,1873 Clifford St, Santa Clara,CA,95050,3,2.0,1332,1010861,1
19551320,3755 Terstena Pl APT 172, Santa Clara,CA,95051,2,1.0,912,622840,0
2098470956,2201 Monroe St APT 1102, Santa Clara,CA,95050,1,1.0,790,500619,0
19594388,2135 Laurel Dr, Santa Clara,CA,95050,3,1.0,1083,951663,1
19557718,2201 Monroe St APT 904, Santa Clara,CA,95050,2,2.0,1142,580626,0
19579666,1154 Inverness Ave, Santa Clara,CA,95050,5,3.0,3244,1527400,2
19579370,1436 Jefferson St, Santa Clara,CA,95050,3,2.0,1784,1124917,1
64534811,2250 Monroe St APT 229, Santa Clara,CA,95050,2,2.0,913,611478,0
19555540,1992 Bowers Ave, Santa Clara,CA,95051,4,2.0,1158,970034,1
19553260,2383 South Dr, Santa Clara,CA,95051,2,2.0,1197,806360,1
54770523,2116 Bailey Pl, Santa Clara,CA,95050,4,3.0,1902,1247165,2
19553895,3150 James Ct, Santa Clara,CA,95051,3,2.0,1512,1134896,1
19557559,1802 Park Vista Cir, Santa Clara,CA,95050,3,2.5,1670,932105,1
