zpid,street,city,state,zipcode,bedroom,bathroom,sqft,zestimate,cluster
29463760,2500 Burleson Rd APT 218, Austin,TX,78741,1,1.0,535,115786,0
2097556939,522 Sunny Ln # A, Austin,TX,78704,3,3.0,1590,370389,4
29462585,14511 Fitzgibbon Dr, Austin,TX,78725,3,2.0,1499,148336,0
29422993,3509 Greystone Dr, Austin,TX,78731,2,2.0,904,156819,1
58299916,5824 Brittlyns Ct, Austin,TX,78730,5,4.0,3096,547712,5
29403160,4110 Avenue B, Austin,TX,78751,3,3.0,1967,684686,5
70326581,5407 Agatha Cir, Austin,TX,78724,3,3.0,1646,343170,3
29333118,3209 Winding Creek Dr, Austin,TX,78735,4,5.0,3933,1031965,5
2097558296,PR 5832 LOT 7, Donie,TX,75838,0,0.0,0,370389,4
29370675,9503 Winding Oak Trl, Austin,TX,78750,4,2.0,2315,439125,4
2098857533,Plan E-1591 Plan, The Trails at Stoney Ridge Del Valle,TX,78617,3,2.0,1591,188036,1
2097559809,1010 S Quinlan Park Rd APT 1, Austin,TX,78732,1,1.0,1348,370389,4
2097559807,1010 S Quinlan Park Rd APT 6, Austin,TX,78732,1,1.0,1218,370389,4
29323497,4509 Foster Ranch Rd, Austin,TX,78735,4,3.0,3297,574198,5
89550477,2210 Onion Creek Pkwy UNIT 1102, Austin,TX,78747,2,3.0,2078,252422,2
29408575,2910 Loyola Ln, Austin,TX,78723,5,3.0,2030,363240,4
58311708,8068 Thaxton Rd, Austin,TX,78747,3,2.0,1425,166866,1
29516450,10917 Crown Colony Dr, Austin,TX,78747,2,2.0,1415,208887,1
89547736,1901 New York Ave # A, Austin,TX,78702,3,3.0,1562,409338,4
2100932960,Unit 7 Plan, The Griffin Austin,TX,78703,2,2.5,1325,576963,5
63228206,1725 Bowerton Dr, Austin,TX,78754,3,2.0,1924,215706,1
125889935,Skyline Dr, Austin,TX,78732,0,0.0,0,370389,4
58317042,717 Shiny Rock Dr, Austin,TX,78748,3,2.0,0,233795,2
80107203,5800 Zachary Scott St, Austin,TX,78747,3,2.0,1436,191422,1
83815720,507 Sabine St APT 1004, Austin,TX,78701,1,1.0,728,310899,3
83819418,2020 S Congress Ave APT 2223, Austin,TX,78704,1,1.0,650,178168,1
125804459,13509 Montview Dr, Austin,TX,78732,0,0.0,0,370389,4
29466075,Eva St, Del Valle,TX,78617,0,0.0,0,370389,4
29415953,5907 Bullard Dr, Austin,TX,78757,3,2.0,1745,508355,4
63836864,4902 Duval Rd APT Q1, Austin,TX,78727,2,1.0,916,153367,1
29388799,1185 Springdale Rd, Austin,TX,78721,3,3.0,1750,370389,4
29516219,10913 River Plantation Dr, Austin,TX,78747,4,2.0,2477,377311,4
29478760,403 Krebs Ln, Austin,TX,78704,3,1.0,1015,344102,3
58312363,3815 Manchaca Rd APT 40, Austin,TX,78704,2,2.0,948,215262,1
29427481,8906 Covey Ct, Austin,TX,78758,4,2.0,2300,253823,2
70334894,9320 Manipari Ln, Austin,TX,78749,4,4.0,3000,422500,4
29487195,6441 Clay Allison Pass, Austin,TX,78749,3,3.0,1668,301383,3
2099140990,Rosemont Plan, Austin's Colony Austin,TX,78725,3,2.0,1599,175292,1
2097569936,1116 Euphoria Bnd, Austin,TX,78702,3,3.0,1700,370389,4
2097569955,1114 Euphoria Bnd, Austin,TX,78702,3,3.0,1700,370389,4
2097569982,1006 Muse Ln, Austin,TX,78702,3,3.0,1627,370389,4
29498146,7900 Keswick Dr, Austin,TX,78745,3,2.0,1685,278070,3
2101272719,Hyde Plan, Saratoga Hills Dripping Springs,TX,78737,4,3.5,3599,606204,5
63838846,1507 Strickland Dr, Austin,TX,78748,4,3.0,1992,233506,2
80096300,703 Marc Taylor Dr, Austin,TX,78745,4,3.0,2875,331282,3
29495551,7904 Turquoise Trl, Austin,TX,78749,3,2.0,1441,255750,2
70348400,5617 Steven Creek Way, Austin,TX,78721,3,2.0,1436,264957,2
29444615,3809 Northfield Rd, Austin,TX,78727,3,2.0,1610,278907,3
55091641,8230 Spicewood Springs Rd APT 11, Austin,TX,78759,4,3.0,2472,451050,4
80096228,5604 Kleberg Trl, Austin,TX,78747,3,2.0,1493,195300,1
29403304,4307 Avenue C, Austin,TX,78751,3,2.0,1096,475050,4
29346361,4724 Palisade Dr, Austin,TX,78731,3,2.0,2370,636613,5
29385242,2002 E 9th St, Austin,TX,78702,3,1.0,1384,353400,4
2111424401,Holden Plan, Preston Village Austin,TX,78728,3,2.5,1785,264826,2
2097571537,1700 Perez St # A, Austin,TX,78721,3,3.0,1330,370389,4
2101762883,3502 Red River St, Austin,TX,78705,4,3.0,3168,696570,5
80094016,1149 Nickols Ave, Austin,TX,78721,3,2.0,1372,312387,3
29322142,1904 Goodrich Ave APT 17, Austin,TX,78704,3,3.0,1304,293717,3
84077009,228 Limestone Trl, Austin,TX,78737,3,3.0,2299,297507,3
2097573017,11101 Cusseta Ln, Austin,TX,78739,5,4.0,4237,370389,4
2097573142,1306 West Ave # 3B, Austin,TX,78701,2,2.0,1129,370389,4
2097573141,1306 West Ave # 3D, Austin,TX,78701,2,2.0,1129,370389,4
2097573143,1306 West Ave # 1A, Austin,TX,78701,1,1.0,756,370389,4
80100789,2320 Gracy Farms Ln APT 925, Austin,TX,78758,1,1.0,668,116157,0
80100250,2320 Gracy Farms Ln APT 926, Austin,TX,78758,1,1.0,668,116157,0
64767100,604 W Live Oak St, Austin,TX,78704,3,3.0,2402,767250,5
124843697,2807 Del Curto Rd UNIT K, Austin,TX,78704,3,4.0,2866,650990,5
29402721,6506 Highpoint Cv, Austin,TX,78723,3,2.0,1400,260400,2
29397807,2816 Wooldridge Dr, Austin,TX,78703,3,2.0,2056,724470,5
29394253,806 W 24th St APT 210, Austin,TX,78705,2,2.0,904,279000,3
29356859,10908 Range View Dr, Austin,TX,78730,5,6.0,4436,743070,5
2097573947,2016 Rabb Glen St # A, Austin,TX,78704,3,2.5,2001,370389,4
29438418,4413 Malaga Dr, Austin,TX,78759,3,2.5,2385,444540,4
2098637380,Bedford Plan, Addison Austin,TX,78744,3,2.0,1693,243380,2
29461354,14503 Rumfeldt St, Austin,TX,78725,3,2.0,1778,154421,1
2097899928,The Rushmore Plan, Highmark Austin,TX,78745,3,3.0,2190,278293,3
2100013070,Sandalwood Plan, Austin's Colony Austin,TX,78725,3,2.5,2087,188831,1
2097575447,1306 West Ave # 2G, Austin,TX,78701,1,1.0,731,370389,4
2097575560,1002 S Center St # A, Austin,TX,78704,3,3.0,1779,370389,4
29415853,5206 Coppermead Ln, Austin,TX,78754,4,2.5,1385,176718,1
58299151,8403 Andrews Ln, Austin,TX,78759,3,2.5,2031,315269,3
29422334,8012 Burrell Dr, Austin,TX,78757,4,3.0,1791,352483,4
2097899950,The Boardwalk Plan, Highmark Austin,TX,78745,3,3.0,2192,278987,3
70337390,11412 Woodland Hills Trl, Austin,TX,78732,2,3.0,2508,445469,4
29377431,11415 Dosshills Dr, Austin,TX,78750,4,3.0,2637,491969,4
64547883,7708 San Felipe Blvd APT 59, Austin,TX,78729,2,3.0,1512,199949,1
62605674,5403 Loadstone Cv, Austin,TX,78724,3,2.0,1096,176593,1
58316129,714 Wales Way, Austin,TX,78748,2,1.0,854,190649,1
66991280,13510 Broadmeade Ave, Austin,TX,78729,3,3.0,2524,331367,3
29492233,9112 Heiden Ln, Austin,TX,78749,3,2.0,1690,331883,3
29466428,4502 Franklin Park Dr, Austin,TX,78744,3,2.0,1480,162932,1
29322795,2700 Rock Terrace Dr, Austin,TX,78704,3,2.0,1798,668762,5
29449434,14812 Great Willow Dr, Austin,TX,78728,3,2.0,1295,223199,2
29484465,7901 Cheno Cortina Trl, Austin,TX,78749,3,2.0,1709,305816,3
29593887,14909 Cordero Dr, Austin,TX,78717,4,3.0,2732,286778,3
70334739,8011 Running Water Dr, Austin,TX,78747,4,3.0,2711,223198,2
29407399,2804 Northeast Dr, Austin,TX,78723,0,0.0,2640,370389,4
29499754,9212 Struie Ln, Austin,TX,78749,4,3.0,2069,313044,3
2098113633,B1 Plan, The Grove Austin,TX,78723,2,2.5,1334,306262,3
2098183217,Riverside Plan, Pearson Place at Avery Ranch - The Cottages Austin,TX,78717,3,2.5,1759,323698,3
58313527,7501 Shadowridge Run UNIT 113, Austin,TX,78749,2,2.0,1257,191548,1
2098857584,A-1792 Plan, Retreat at Tech Ridge Austin,TX,78753,3,2.0,1792,245946,2
62605256,11603 Ladera Vista Dr UNIT 22, Austin,TX,78759,2,3.0,1774,347529,4
29479265,7303 Whispering Creek Cir, Austin,TX,78736,4,0.0,2616,354293,4
70346087,11801 Via Grande Dr, Austin,TX,78739,4,3.0,2995,403735,4
2097582793,10422 Turnbull Loop, Austin,TX,78717,3,3.0,2151,370389,4
2097582792,10424 Turnbull Loop, Austin,TX,78717,3,3.0,1864,370389,4
80103752,2502 Wilma Rudolph Rd, Austin,TX,78748,3,3.0,1467,241548,2
29371991,8112 Greenwich Meridian, Austin,TX,78759,4,3.0,1896,417576,4
29326958,3627 Peregrine Falcon Dr, Austin,TX,78746,3,3.0,2004,581323,5
58298514,4159 Steck Ave APT 148, Austin,TX,78759,2,2.0,1056,185069,1
58315254,6211 Mesa Grande, Austin,TX,78749,5,4.0,3267,423741,4
2098899314,201 Plan, Belterra Austin,TX,78737,4,2.0,2435,353286,4
29496461,5309 Korth Dr, Austin,TX,78749,4,3.0,2401,376406,4
63761223,6801 Beckett Rd UNIT 137R, Austin,TX,78749,2,2.0,1027,214053,1
29490451,4308 Molokai Dr, Austin,TX,78749,3,2.5,2245,274499,3
70343565,2010 Stephanne Creek Cv, Austin,TX,78744,4,3.0,2269,246202,2
122189125,301 Emma Loop, Austin,TX,78737,4,4.0,3511,489339,4
83814101,4502 Best Way, Austin,TX,78725,3,3.0,1300,148707,0
64543213,6705 Tanaqua Cv, Austin,TX,78739,4,4.0,3794,536033,5
83825147,1809 Ford St, Austin,TX,78704,6,4.0,2338,639234,5
29609692,14411 Olive Hill Dr, Austin,TX,78717,4,3.0,3180,381299,4
84129990,153 Mallard Cv, Austin,TX,78737,4,4.0,4338,482653,4
64857307,2600 Rio Mesa Dr, Austin,TX,78732,5,4.0,3706,497382,4
67388591,301 Palisade Dr, Austin,TX,78737,4,4.0,3438,406920,4
70327261,2006 Alta Vista Ave, Austin,TX,78704,4,3.0,3020,1051652,5
2098105794,Avalon Plan, Ridgeview Austin,TX,78737,4,3.0,2967,446113,4
60138945,11401 Chatam Berry Ln, Austin,TX,78748,3,3.0,2409,257089,2
29359103,10053 Planters Woods Dr, Austin,TX,78730,4,3.0,2562,441978,4
29475591,4800 Eagle Feather Dr, Austin,TX,78735,4,3.0,2980,622138,5
64818603,7012 Encanto Trl, Austin,TX,78744,3,2.0,1343,370389,4
29492006,6900 Gaur Dr, Austin,TX,78749,4,2.0,2049,334341,3
29347784,6501 E Hill Dr APT 304, Austin,TX,78731,2,2.0,1037,181409,1
29513084,712 Sly Pass, Austin,TX,78748,3,2.0,1284,209249,1
29512760,713 Shade Tree Dr, Austin,TX,78748,3,2.0,1232,213334,1
29422350,8201 Polar Dr, Austin,TX,78757,4,1.0,1510,323044,3
29514460,2213 Desco Dr, Austin,TX,78748,4,3.0,2586,275302,3
29416961,1912 Karen Ave, Austin,TX,78757,3,2.0,1099,395151,4
2097899962,The Rushmore Plan, Highmark Austin,TX,78745,3,3.0,2190,278293,3
29424532,7801 Shoal Creek Blvd APT 125, Austin,TX,78757,2,1.0,779,150748,0
29338637,3308 Bryker Dr, Austin,TX,78703,3,2.0,1793,771345,5
2097592244,8108 Baywood Dr # A, Austin,TX,78759,2,2.0,1162,370389,4
29372901,10201 Holme Lacey Ln, Austin,TX,78750,3,3.0,2923,556046,5
29513046,10500 Watchful Fox Dr, Austin,TX,78748,3,3.0,1690,222747,2
29349678,5805 Sandalwood Holw, Austin,TX,78731,3,3.0,2162,534749,5
84130752,237 Mountain Laurel Way, Austin,TX,78737,3,2.0,2273,315269,3
2097592908,5202 Evans Ave # A, Austin,TX,78751,3,2.0,1232,370389,4
29505315,6512 Orchard Hill Dr, Austin,TX,78739,4,2.0,2094,381207,4
58316687,8612 Kimono Ridge Dr, Austin,TX,78748,4,2.0,2332,278871,3
125822500,5609 Arbor Hill Ln, Austin,TX,78747,4,3.0,2371,255749,2
29382730,1605 Garden St, Austin,TX,78702,3,4.0,2078,705593,5
114406413,3404 Georgia Lee Dr, Austin,TX,78704,2,3.0,1490,395066,4
29492766,6318 Shadow Bnd, Austin,TX,78745,2,1.0,880,199934,1
2100013067,Mallory Plan, Austin's Colony Austin,TX,78725,4,2.0,2430,220383,1
124903348,5111 Crestway Dr, Austin,TX,78731,4,5.0,3450,1162499,6
2101467989,14002 Skyline Dr, Austin,TX,78732,0,0.0,0,370389,4
29460224,2215 Post Rd APT 1088, Austin,TX,78704,2,2.0,928,232545,2
2097899966,The Williamsburg Plan, Highmark Austin,TX,78745,3,3.0,1769,255970,2
83126141,2525 S Lamar Blvd APT 308, Austin,TX,78704,1,1.0,861,330190,3
83126577,2700 Bear Springs Trl, Austin,TX,78748,4,3.0,3901,559539,5
2097596110,7435 Sunset Heights Cir # F-1, Austin,TX,78735,3,3.0,2276,334869,3
29558139,12506 Oro Valley Trl, Austin,TX,78729,4,3.0,2323,302308,3
29432300,10501 Parkfield Dr, Austin,TX,78758,3,2.0,1674,255942,2
29493420,6811 Cannonleague Dr, Austin,TX,78745,3,2.0,1423,219791,1
125803598,Haskel Dr, Austin,TX,78736,0,0.0,0,370389,4
2097597236,7635 Evening Sky Cir, Austin,TX,78735,3,3.0,2276,330207,3
29418928,1704 Aggie Ln, Austin,TX,78757,3,1.0,1202,418499,4
29346333,4509 Small Dr, Austin,TX,78731,4,4.0,3797,1208069,6
110539396,904 West Ave APT 206, Austin,TX,78701,1,1.0,659,296774,3
29434122,1742 Cricket Hollow Dr, Austin,TX,78758,3,2.0,1459,242441,2
29513076,10500 Archdale Dr, Austin,TX,78748,3,2.0,1478,200404,1
70343634,2304 National Park Blvd, Austin,TX,78747,4,3.0,2269,260471,2
58298541,4159 Steck Ave APT 175, Austin,TX,78759,2,2.0,1002,176042,1
80096900,2121 Buffalo Tundra Dr, Austin,TX,78754,3,2.5,1745,213797,1
122187688,546 Whispering Wind Way, Austin,TX,78737,4,3.0,2915,412411,4
29514462,2205 Desco Dr, Austin,TX,78748,4,3.0,2531,255747,2
29366749,7501 Blue Beach Cv, Austin,TX,78759,4,4.0,3429,713330,5
29410477,4612 Chiappero Trl, Austin,TX,78731,3,2.0,1647,400219,4
29403368,202 E 45th St APT 203, Austin,TX,78751,1,1.0,662,206168,1
29388042,1119 Mark St # D, Austin,TX,78721,2,1.0,720,278095,3
60138509,6433 Tara Dr, Austin,TX,78747,3,3.0,1736,195299,1
2099240566,Alexander Plan, Oaks at Lakeline Station Austin,TX,78717,3,2.5,1864,283279,3
2098113629,C1 Plan, The Grove Austin,TX,78723,3,3.0,1704,342146,3
29506220,1303 Cattle Trl, Austin,TX,78748,4,3.0,1909,246411,2
29514030,10615 Marias River Dr, Austin,TX,78748,3,2.0,1115,181120,1
29401502,4407 Duval St, Austin,TX,78751,4,2.0,2092,472039,4
2142506604,1607 S 3rd St, Austin,TX,78704,3,3.0,2354,683986,5
29514052,704 Maltese Cross Dr, Austin,TX,78748,3,2.0,1047,204051,1
119628983,11601 Satchel Dr, Austin,TX,78754,3,2.0,1601,214966,1
70343193,8709 Davis Oaks Trl, Austin,TX,78748,3,3.0,1699,209249,1
29486605,5704 Kayview Dr, Austin,TX,78749,3,2.0,1573,306582,3
29409861,1408 Hillcrest Dr, Austin,TX,78723,3,2.0,1537,321075,3
29486605,5704 Kayview Dr, Austin,TX,78749,3,2.0,1573,306582,3
2098899300,207 Plan, Belterra Austin,TX,78737,5,3.0,3340,388712,4
2098362620,4523 Avenue H # A, Austin,TX,78751,2,1.0,1725,465689,4
70332651,3309 Tavistock Dr, Austin,TX,78748,4,3.0,2310,302249,3
125251513,12940 Old Baldy Trl, Dripping Springs,TX,78620,1,2.0,2200,482344,4
29388621,2613 Sol Wilson Ave, Austin,TX,78702,3,2.0,1093,322140,3
29338030,1887 Westlake Dr, Austin,TX,78746,4,4.0,4631,3673499,6
29381652,2602 Canterbury St, Austin,TX,78702,3,2.0,1056,394488,4
29386159,1916 E 11th St, Austin,TX,78702,3,2.5,2328,545552,5
2097607359,3819 Southway Dr APT 205, Austin,TX,78704,2,1.0,809,343554,3
2097607358,3819 Southway Dr APT 107, Austin,TX,78704,1,1.0,420,350661,4
80084841,450 Manchester Ln, Austin,TX,78737,4,3.0,2602,325414,3
64458055,7704 Marble Crest Dr, Austin,TX,78747,3,3.0,2228,199832,1
80093328,7012 Derby Downs Dr, Austin,TX,78747,3,3.0,1788,195299,1
119630668,512 Eberhart Ln APT 504, Austin,TX,78745,2,2.0,1010,185069,1
29484199,5923 Shanghai Pierce Rd, Austin,TX,78749,3,3.0,1810,324184,3
2097608238,7413 Wallach St, Austin,TX,78745,3,3.0,1918,302190,3
29444382,12509 Phoebe Ct, Austin,TX,78727,3,2.0,1484,278985,3
2097608687,98 San Jacinto Blvd # 1205, Austin,TX,78701,2,2.0,1471,1201110,6
2101272687,Kylie Plan, Saratoga Hills Dripping Springs,TX,78737,3,3.5,3173,544614,5
29488922,4325 Dos Cabezas Dr, Austin,TX,78749,3,3.0,2526,302440,3
80092363,324 Hogg Pecan Pass, Austin,TX,78748,3,3.0,2593,302473,3
89548623,1409 Canopy Creek Way, Austin,TX,78748,3,3.0,1944,370389,4
29425667,1304 Warrington Dr, Austin,TX,78753,3,2.0,1388,203779,1
29425687,10200 Woodglen Cv, Austin,TX,78753,3,2.0,1312,223284,2
2099240571,Sienna Plan, Oaks at Lakeline Station Austin,TX,78717,3,2.5,2151,329756,3
79981647,2320 Gracy Farms Ln APT 224, Austin,TX,78758,1,1.0,791,106743,0
2098636643,Two Bedroom Plan D2 Plan, Fourth& Austin,TX,78702,2,2.0,1071,463323,4
2098857534,Plan E-1516 Plan, The Trails at Stoney Ridge Del Valle,TX,78617,3,2.0,1516,187220,1
111371031,9213 Southwick Dr, Austin,TX,78724,3,2.0,1207,370389,4
29403530,4523 Avenue H, Austin,TX,78751,4,2.0,1725,461161,4
111965843,218 Wild Rose Dr, Austin,TX,78737,4,3.0,3015,410415,4
70326340,5307 Delores Ave, Austin,TX,78721,3,2.0,1495,305910,3
29493969,3311 Harpers Ferry Ln, Austin,TX,78745,4,2.0,1777,244254,2
125808156,4917 Sunset Trl, Austin,TX,78745,3,3.0,1792,440673,4
83813178,41 Waller St APT 305, Austin,TX,78702,2,1.0,936,292964,3
111968984,14815 Avery Ranch Blvd UNIT 3502, Austin,TX,78717,2,3.0,1393,181181,1
29482571,813 Emerald Wood Dr, Austin,TX,78745,2,2.0,864,227339,2
58297414,1003 Meriden Ln, Austin,TX,78703,4,4.0,3592,1208069,6
2098857538,Plan E-2412 Plan, The Trails at Stoney Ridge Del Valle,TX,78617,4,2.5,2412,217748,1
94642194,4308 Eilers Ave # B, Austin,TX,78751,3,3.0,2111,636735,5
2097616678,209 E 52nd St, Austin,TX,78751,2,3.0,935,314930,3
110539645,2303 E Side Dr APT 118, Austin,TX,78704,2,2.0,1115,225354,2
70343744,10325 Channel Island Dr, Austin,TX,78747,3,3.0,2684,274248,3
29348322,5823 Westslope Dr, Austin,TX,78731,4,4.0,4000,1086119,5
2098608389,Urban Walk Up Plan, Fourth& Austin,TX,78702,2,3.0,1413,534669,5
29421718,1710 Dungan Ln, Austin,TX,78754,3,1.0,1176,233401,2
29388840,1152 Nickols Ave, Austin,TX,78721,2,2.0,816,255661,2
64871775,7312 E Ben White Blvd STE 1, Austin,TX,78741,3,3.0,1342,190643,1
29384757,910 Calle Limon, Austin,TX,78702,3,2.0,1350,334050,3
2097623068,405 Cumberland Rd, Austin,TX,78704,0,0.0,0,370389,4
2097623068,405 Cumberland Rd, Austin,TX,78704,0,0.0,0,370389,4
29438917,1110 Briargate Dr, Austin,TX,78753,4,3.0,2234,231535,2
120895279,10121 Deer Chase Trl, Austin,TX,78747,3,3.0,1705,204124,1
64834647,6908 Hansa Loop, Austin,TX,78739,4,3.0,2750,424021,4
29384550,2817 Castro St, Austin,TX,78702,3,2.0,1104,395020,4
29384490,2609 Francisco St, Austin,TX,78702,3,4.0,2176,416717,4
2097623843,Harmony Plan, Addison Austin,TX,78744,4,3.0,2253,244366,2
2097623841,7408 Buchholz St, Austin,TX,78745,4,3.0,2253,316039,3
2101272718,Kensington Plan, Saratoga Hills Dripping Springs,TX,78737,4,3.5,3483,589647,5
80106892,5205 English Glade Dr, Austin,TX,78724,3,2.0,1442,195286,1
29407299,2203 Bristol Dr, Austin,TX,78723,3,1.0,978,242010,2
70343613,2109 Petrified Forest Dr, Austin,TX,78747,3,2.5,2342,255749,2
29494421,204 Craigmont Dr, Austin,TX,78745,3,1.5,962,370389,4
60138174,14200 Sarah Ann Dr, Austin,TX,78725,4,2.0,2160,204984,1
29369200,5835 Secrest Dr, Austin,TX,78759,2,2.0,1439,325039,3
70344555,15109 Mimebark Way, Austin,TX,78724,4,2.5,1952,167284,1
29400682,700 E 43rd St, Austin,TX,78751,3,2.0,2368,886429,5
2097626223,1500 Catalan Rd, Austin,TX,78748,3,3.0,1736,244460,2
2100932552,Coleman Plan, Glencoe at Harris Branch Austin,TX,78754,4,2.5,2528,263096,2
2098435282,Garriot Plan, Searight Village Austin,TX,78748,3,2.5,2023,278215,3
79981945,300 Crockett St APT 304, Austin,TX,78704,3,2.0,1239,273165,2
29442857,12910 Irongate Ave, Austin,TX,78727,3,2.0,1368,228201,2
29372188,8807 Marybank Dr, Austin,TX,78750,4,3.0,2902,478086,4
2111424402,Everett Plan, Preston Village Austin,TX,78728,3,2.0,1278,231628,2
2098857581,A-2502 Plan, Retreat at Tech Ridge Austin,TX,78753,4,2.5,2502,282277,3
2097628683,310 Comal St # 307, Austin,TX,78702,1,1.0,631,383207,4
70339379,1713 Bowerton Dr, Austin,TX,78754,3,2.0,1889,232368,2
2097632145,604 N Bluff Dr UNIT 235, Austin,TX,78745,1,2.0,941,197168,1
29385237,2014 E 9th St, Austin,TX,78702,3,1.0,1380,343226,3
29382708,1406 Canterbury St, Austin,TX,78702,4,3.0,1691,513668,4
2098899305,206 Plan, Belterra Austin,TX,78737,4,3.0,3147,378859,4
29363280,8109 Bottlebrush Dr, Austin,TX,78750,5,3.0,3148,605244,5
29377616,11328 Monet Dr, Austin,TX,78726,4,3.0,2512,464880,4
29369818,11301 Deadoak Ln, Austin,TX,78759,4,3.0,2433,462860,4
2097634193,1301 Chicon St # 303, Austin,TX,78702,2,2.0,860,255748,2
2097634192,1301 Chicon St # 203, Austin,TX,78702,2,2.0,860,255748,2
70984955,9812 Indina Hills Dr, Austin,TX,78717,6,4.0,3955,446384,4
80095919,6424 Kedington St, Austin,TX,78747,0,3.0,2528,222467,2
2099042367,Alexander Plan, Parmer Crossing Austin,TX,78729,3,2.5,1864,284705,3
63834410,800 W 5th St APT 608, Austin,TX,78703,2,2.0,2422,1166202,6
29395196,4711 Broadhill Dr, Austin,TX,78723,3,2.0,1100,225777,2
2097640032,2411 Euclid Ave # B, Austin,TX,78704,3,3.0,1622,724470,5
29359974,13009 Titus Ct, Austin,TX,78732,4,3.0,3526,441509,4
60335744,10737 Quarry Oaks Trl, Austin,TX,78717,4,4.0,3024,339685,3
2097640425,10609 Portico Ln, Austin,TX,78748,3,3.0,1803,282192,3
29491552,5932 Lomita Verde Cir, Austin,TX,78749,3,2.0,1723,317273,3
70327803,6811 Covered Bridge Dr, Austin,TX,78736,3,4.0,3108,408641,4
29370073,11218 Blackmoor Dr, Austin,TX,78759,3,2.0,1964,302171,3
29400150,5408 Manor Rd, Austin,TX,78723,3,2.0,1254,223256,2
2097641607,2408 Sorin St, Austin,TX,78723,3,4.0,2385,600127,5
70985479,15509 Prestancia Dr, Austin,TX,78717,5,3.0,3451,446293,4
29462132,813 E Oltorf St, Austin,TX,78704,3,2.5,1560,287190,3
58312147,2605 Kinney Oaks Ct, Austin,TX,78704,2,2.0,1658,453027,4
64735947,3806 Manchaca Rd APT C, Austin,TX,78704,3,2.0,1336,372055,4
2098113640,The 2445 Plan Plan, The Cottages at Scofield Ridge Austin,TX,78727,3,2.5,2445,388385,4
